"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 30 22:00:33 GMT 2024","Sat Mar 30 22:00:33 GMT 2024","121","","SliceHealth Suite","","SliceHealth Suite","","[It] Verify gw redundancy wrt health check when atleast one gateway is down should have tunnel status in warning state",""
"passed","Sat Mar 30 22:44:55 GMT 2024","Sat Mar 30 22:46:28 GMT 2024","93841","","VPNKeyRotation Suite","","VPNKeyRotation Suite","","[It] Verify vpn key rotation functionality: should run iperf",""
"passed","Sat Mar 30 22:44:55 GMT 2024","Sat Mar 30 22:45:05 GMT 2024","10219","","VPNKeyRotation Suite","","VPNKeyRotation Suite","","[It] Verify vpn key rotation functionality: should update certificate creation and expiry TS once all jobs are over",""
"passed","Sat Mar 30 22:44:55 GMT 2024","Sat Mar 30 22:45:55 GMT 2024","60107","","VPNKeyRotation Suite","","VPNKeyRotation Suite","","[It] Verify vpn key rotation functionality: all FSM's should get over",""
"passed","Sat Mar 30 22:00:33 GMT 2024","Sat Mar 30 22:02:35 GMT 2024","122396","","SliceHealth Suite","","SliceHealth Suite","","[It] Testing Slice Health feature >  Verify various properties of SliceHealth object in worker slice config spec >  Should have slice slicerouter status Error when slicerouter is unavailable",""
"passed","Sat Mar 30 22:44:55 GMT 2024","Sat Mar 30 22:44:55 GMT 2024","108","","VPNKeyRotation Suite","","VPNKeyRotation Suite","","[It] Verify vpn key rotation functionality: should have status updated from all the worker clusters to COMPLETE",""
"passed","Sat Mar 30 22:44:55 GMT 2024","Sat Mar 30 23:05:44 GMT 2024","1249772","","VPNKeyRotation Suite","","VPNKeyRotation Suite","","[AfterSuite]",""
"passed","Sat Mar 30 22:44:55 GMT 2024","Sat Mar 30 22:44:55 GMT 2024","103","","VPNKeyRotation Suite","","VPNKeyRotation Suite","","[It] Verify vpn key rotation functionality: rotation Interval should be 30 by default",""
"passed","Sat Mar 30 22:00:33 GMT 2024","Sat Mar 30 22:00:34 GMT 2024","1008","","SliceHealth Suite","","SliceHealth Suite","","[It] Verify gw redundancy wrt health check when both gateways are up should have tunnel status in normal state",""
"passed","Sat Mar 30 22:00:33 GMT 2024","Sat Mar 30 22:02:31 GMT 2024","118821","","SliceHealth Suite","","SliceHealth Suite","","[It] Testing Slice Health feature >  Verify various properties of SliceHealth object in worker slice config spec >  Should not have slice ingress status when ingress is unavailable",""
"passed","Sat Mar 30 22:44:55 GMT 2024","Sat Mar 30 22:45:46 GMT 2024","51573","","VPNKeyRotation Suite","","VPNKeyRotation Suite","","[It] Verify vpn key rotation functionality: should have created vpnkeyrotation config",""
"failed","Sat Mar 30 23:14:14 GMT 2024","Sat Mar 30 23:25:55 GMT 2024","701609","","Worker Suite","","Worker Suite","","[BeforeSuite]",""
"passed","Sat Mar 30 22:00:33 GMT 2024","Sat Mar 30 22:02:34 GMT 2024","121521","","SliceHealth Suite","","SliceHealth Suite","","[It] Verify gw redundancy wrt health check when slice is installed should eventually have slicehealth status normal",""
"passed","Sat Mar 30 22:44:55 GMT 2024","Sat Mar 30 22:44:55 GMT 2024","124","","VPNKeyRotation Suite","","VPNKeyRotation Suite","","[It] Verify vpn key rotation functionality: should have FSM's running simultaneously",""
"passed","Sat Mar 30 22:00:33 GMT 2024","Sat Mar 30 22:04:34 GMT 2024","241135","","SliceHealth Suite","","SliceHealth Suite","","[It] Testing Slice Health feature >  Verify various properties of SliceHealth object in worker slice config spec >  Should have slicegateway in Error state when both slicegateways are unavailable",""
"passed","Sat Mar 30 22:44:55 GMT 2024","Sat Mar 30 22:44:55 GMT 2024","315","","VPNKeyRotation Suite","","VPNKeyRotation Suite","","[It] Verify vpn key rotation functionality: update sliceconfig and set renewBefore",""
"passed","Sat Mar 30 22:00:33 GMT 2024","Sat Mar 30 22:00:33 GMT 2024","172","","SliceHealth Suite","","SliceHealth Suite","","[It] Testing Slice Health feature >  Verify various properties of SliceHealth object in worker slice config spec >  Should have overall slice health status Normal in workersliceconfig CR",""
"passed","Sat Mar 30 22:00:33 GMT 2024","Sat Mar 30 22:00:33 GMT 2024","119","","SliceHealth Suite","","SliceHealth Suite","","[It] Verify gw redundancy wrt health check when both gateways are down should have tunnel status in error state",""
"passed","Sat Mar 30 22:00:33 GMT 2024","Sat Mar 30 22:21:54 GMT 2024","1281240","","SliceHealth Suite","","SliceHealth Suite","","[AfterSuite]",""
"passed","Sat Mar 30 22:44:55 GMT 2024","Sat Mar 30 22:48:12 GMT 2024","197682","","VPNKeyRotation Suite","","VPNKeyRotation Suite","","[BeforeSuite]",""
