"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:29 GMT 2024","19293","","Worker Suite","","Worker Suite","","[It] Test Slice Gateway Service config >  default sliceGatewaySvcType >  verify l3 traffic is not working when gw svc type=NodePort",""
"skipped","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","0","","Worker Suite","","Worker Suite","","[It] GW redundacy tests Test gw redundancy run iperf",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:32 GMT 2024","22789","","Worker Suite","","Worker Suite","","[It] Pod-restart test cases Iperf connectivity Verify Connectivity between iperf-server and iperf-client",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:21 GMT 2024","11306","","Worker Suite","","Worker Suite","","[It] Pod-restart test cases Restarting mesh-dns pod Should restart mesh-dns pod",""
"passed","Mon Apr 15 14:39:31 GMT 2024","Mon Apr 15 14:39:31 GMT 2024","56","","SliceHealth Suite","","SliceHealth Suite","","[It] Verify gw redundancy wrt health check when atleast one gateway is down should have tunnel status in warning state",""
"skipped","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","0","","Worker Suite","","Worker Suite","","[It] Test Slice Gateway Service config >  gatewayServiceType: LB >  verify l3 traffic",""
"skipped","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","0","","Worker Suite","","Worker Suite","","[It] Slice Config Negative Scenario tests Slice Config Negative Scenario Update Should fail while updating sliceconfig with with invalid DSCP class in qosprofiledetails",""
"skipped","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","0","","Worker Suite","","Worker Suite","","[It] Hub netpol scenarios: Slice Configs Netpol scenarios Should successfully deploy slice for valid namespace and valid clusters in allowedNamespaces of sliceconfigs manifest",""
"passed","Mon Apr 15 14:39:31 GMT 2024","Mon Apr 15 14:41:30 GMT 2024","119906","","SliceHealth Suite","","SliceHealth Suite","","[It] Verify gw redundancy wrt health check when atleast one gateway is down should have gw health in warning state",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:54:03 GMT 2024","53400","","Worker Suite","","Worker Suite","","[It] NetworkPolicy tests slice with netpol should remove network policy resource from application namespace once the isolationEnabled is set to false",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","74","","Worker Suite","","Worker Suite","","[It] Slice Config Negative Scenario tests Slice Config Negative Scenario Creation Should fail while creating sliceconfig with invalid clusters",""
"passed","Mon Apr 15 15:23:39 GMT 2024","Mon Apr 15 15:23:39 GMT 2024","95","","VPNKeyRotation Suite","","VPNKeyRotation Suite","","[It] Verify vpn key rotation functionality: should have status updated from all the worker clusters to COMPLETE",""
"skipped","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","0","","Worker Suite","","Worker Suite","","[It] mutation webhook tests Testing mutation webhook functionality after namespace deboard Should remove labels and annotaions from pod spec which will remove sidecars from daemonsets",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","260","","Worker Suite","","Worker Suite","","[It] Slice Config Events Test Events get recorded for slice config creation and deletion Events get recorded for slice config creation Validating events for worker slice gateways creation",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:32 GMT 2024","22596","","Worker Suite","","Worker Suite","","[It] NetworkPolicy tests Iperf App connectivity Should have application namespaces created",""
"passed","Mon Apr 15 14:39:31 GMT 2024","Mon Apr 15 14:39:31 GMT 2024","800","","SliceHealth Suite","","SliceHealth Suite","","[It] Verify gw redundancy wrt health check when both gateways are up should have tunnel status in normal state",""
"skipped","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","0","","Worker Suite","","Worker Suite","","[It] Slice Config Negative Scenario tests Slice Config Negative Scenario Update Should fail while updating sliceconfig with invalid clusters",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:14 GMT 2024","4515","","Worker Suite","","Worker Suite","","[It] Pod-restart test cases Restarting vl3 pod Check ping between iperf-server and iperf-client after vl3 pod restart",""
"passed","Mon Apr 15 15:23:39 GMT 2024","Mon Apr 15 15:24:50 GMT 2024","71006","","VPNKeyRotation Suite","","VPNKeyRotation Suite","","[It] Verify vpn key rotation functionality: worker status should be back to COMPLETE state",""
"skipped","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","0","","Worker Suite","","Worker Suite","","[It] GW redundacy tests Test gw redundancy checking if gw pods are balanced after adding the label to the node",""
"failed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 16:05:25 GMT 2024","735135","","Worker Suite","","Worker Suite","","[It] Test Slice Gateway Service config >  gatewayServiceType: LB >  verify slice healthy",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:12 GMT 2024","2093","","Worker Suite","","Worker Suite","","[It] Pod-restart test cases Should have application namespaces created",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","205","","Worker Suite","","Worker Suite","","[It] Slice Config Negative Scenario tests Slice Config Negative Scenario Creation Should fail while creating sliceconfig with invalid values on slice name",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","109","","Worker Suite","","Worker Suite","","[It] NetworkPolicy tests slice with netpol should contain the allowed namespaces",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:55:12 GMT 2024","122550","","Worker Suite","","Worker Suite","","[It] Test Slice Gateway Service config >  default sliceGatewaySvcType >  verify slice healthy",""
"failed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","226","","Worker Suite","","Worker Suite","","[It] Hub netpol scenarios: Slice Configs Netpol scenarios Should create slice for valid namespace and valid clusters in applicationNamespaces of sliceconfigs manifest",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","593","","Worker Suite","","Worker Suite","","[It] Slice Config Events Test Events get recorded for slice qos config deletion Validating events for slice qos config deletion",""
"passed","Mon Apr 15 15:23:39 GMT 2024","Mon Apr 15 15:23:40 GMT 2024","1266","","VPNKeyRotation Suite","","VPNKeyRotation Suite","","[It] Verify vpn key rotation functionality: all workers should be in IN_PROGRESS",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","177","","Worker Suite","","Worker Suite","","[It] Slice Config Negative Scenario tests Slice Config Negative Scenario Creation Should fail while creating sliceconfig with with invalid DSCP class in qosprofiledetails",""
"passed","Mon Apr 15 14:39:31 GMT 2024","Mon Apr 15 15:00:48 GMT 2024","1277624","","SliceHealth Suite","","SliceHealth Suite","","[AfterSuite]",""
"skipped","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","0","","Worker Suite","","Worker Suite","","[It] mutation webhook tests Testing mutation webhook functionality after namespace onboard Should mutate statefulsets with labels and annotations with nsm sidecars injected",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:26 GMT 2024","16071","","Worker Suite","","Worker Suite","","[It] Slice deletion tests: Slice is installed & validated Slice object is deleted from hub should remove gateway pod from spoke",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","0","","Worker Suite","","Worker Suite","","[It] Slice Config Negative Scenario tests Slice Config Negative Scenario Creation Should fail while creating sliceconfig with bandwithguaranteedkbps more than bandwidthceilingkbps in qosprofiledetailsnvalid",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","254","","Worker Suite","","Worker Suite","","[It] NetworkPolicy tests slice with netpol Should install networkpolicies in all application namespaces",""
"passed","Mon Apr 15 15:23:39 GMT 2024","Mon Apr 15 15:25:12 GMT 2024","93502","","VPNKeyRotation Suite","","VPNKeyRotation Suite","","[It] Verify vpn key rotation functionality: should run iperf",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:56:18 GMT 2024","188538","","Worker Suite","","Worker Suite","","[It] NodeRestartSlice Testing node restart iperf connectivity across multi cluster",""
"passed","Mon Apr 15 14:39:31 GMT 2024","Mon Apr 15 14:44:08 GMT 2024","277487","","SliceHealth Suite","","SliceHealth Suite","","[BeforeSuite]",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:21 GMT 2024","11187","","Worker Suite","","Worker Suite","","[It] Pod-restart test cases Restarting vl3 pod Should restart vl3 pod",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:15 GMT 2024","5609","","Worker Suite","","Worker Suite","","[It] Slice Creation scenarios Slice with MEDIUM QOS should have vl3 router running",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","135","","Worker Suite","","Worker Suite","","[It] Test Slice Gateway Service config >  default sliceGatewaySvcType >  should create slice gateway cr with default gw svc type & protocol",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:33 GMT 2024","23716","","Worker Suite","","Worker Suite","","[It] Slice Config Events Test Events get recorded for slice config creation and deletion Events get recorded for slice config deletion Validating events for slice config deletion",""
"passed","Mon Apr 15 14:39:31 GMT 2024","Mon Apr 15 14:39:39 GMT 2024","8833","","SliceHealth Suite","","SliceHealth Suite","","[It] Testing Slice Health feature >  Verify various properties of SliceHealth object in worker slice config spec >  Should have individual component status Normal",""
"skipped","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","0","","Worker Suite","","Worker Suite","","[It] Slice Config Negative Scenario tests Slice Config Negative Scenario Update Should fail while updating sliceconfig with invalid values on slice subnet",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:29 GMT 2024","19450","","Worker Suite","","Worker Suite","","[It] Pod-restart test cases Restarting iperf-client pod Check ping between iperf-server and iperf-client after iperf-client pod restart",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","240","","Worker Suite","","Worker Suite","","[It] Slice Config Events Test Events get recorded for slice config creation and deletion Events get recorded for slice config deletion Validating events for worker slice configs deletion",""
"skipped","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","0","","Worker Suite","","Worker Suite","","[It] Slice Config Negative Scenario tests Slice Config Negative Scenario Update Should fail while updating sliceconfig with bandwithguaranteedkbps more than bandwidthceilingkbps in qosprofiledetailsnvalid",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:13 GMT 2024","3187","","Worker Suite","","Worker Suite","","[It]  QosProfile tests QosProfile delete validation Delete qos profile - negative scenario",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:54:10 GMT 2024","60447","","Worker Suite","","Worker Suite","","[It] NetworkPolicy tests Iperf App connectivity Verify Iperf traffic",""
"passed","Mon Apr 15 14:39:31 GMT 2024","Mon Apr 15 14:41:28 GMT 2024","117687","","SliceHealth Suite","","SliceHealth Suite","","[It] Testing Slice Health feature >  Verify various properties of SliceHealth object in worker slice config spec >  Should not have slice ingress status when ingress is unavailable",""
"passed","Mon Apr 15 15:23:39 GMT 2024","Mon Apr 15 15:24:28 GMT 2024","49301","","VPNKeyRotation Suite","","VPNKeyRotation Suite","","[It] Verify vpn key rotation functionality: all FSM's should get over",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","227","","Worker Suite","","Worker Suite","","[It] Namespace reconcile test scenarios: when Namespaces are labeled with kubeslice label Offboard slice get detached from app ns in cluster objects",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:55:26 GMT 2024","136670","","Worker Suite","","Worker Suite","","[BeforeSuite]",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:59 GMT 2024","49207","","Worker Suite","","Worker Suite","","[It] Edit NodeIP tests for cluster CR,  Edit NodeIP validation,  Edit node IP in cluster spec",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","6","","Worker Suite","","Worker Suite","","[It] Attach/Deattach Scenario Attach cluster to a slice  when Deattach cluster from slice  should have gateway pod deleted from deattached cluster",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 16:14:25 GMT 2024","1275272","","Worker Suite","","Worker Suite","","[AfterSuite]",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","519","","Worker Suite","","Worker Suite","","[It] Namespace reconcile test scenarios: when Slice is created with onboarded application namespaces Should have slices on workers",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:14 GMT 2024","4454","","Worker Suite","","Worker Suite","","[It] Pod-restart test cases Restarting nsm-manager pod Check ping between iperf-server and iperf-client after nsm-manager pod restart",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","596","","Worker Suite","","Worker Suite","","[It] Namespace reconcile test scenarios: when Namespaces are labeled with kubeslice label Onboard cluster objs should have app ns & attached slice entry",""
"passed","Mon Apr 15 15:23:39 GMT 2024","Mon Apr 15 15:23:39 GMT 2024","294","","VPNKeyRotation Suite","","VPNKeyRotation Suite","","[It] Verify vpn key rotation functionality: update sliceconfig and set renewBefore",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:36 GMT 2024","26023","","Worker Suite","","Worker Suite","","[It] Attach/Deattach Scenario Attach cluster to a slice  when Deattach cluster from slice  should have vl3 router deleted from deattach cluster",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:40 GMT 2024","30680","","Worker Suite","","Worker Suite","","[It] Pod-restart test cases Restarting iperf-server pod Should restart iperf-server pod",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:34 GMT 2024","24967","","Worker Suite","","Worker Suite","","[It] NetworkPolicy tests Iperf App connectivity Verify Connectivity between iperf-server and iperf-client",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:12 GMT 2024","2277","","Worker Suite","","Worker Suite","","[It] Namespace reconcile test scenarios: when Namespaces are labeled with kubeslice label Onboard label app ns on workers",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","252","","Worker Suite","","Worker Suite","","[It] Slice Config Events Test Events get recorded for slice config creation and deletion Events get recorded for slice config deletion Validating events for secrets deletion",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","97","","Worker Suite","","Worker Suite","","[It] NetworkPolicy tests slice with netpol Should have application namespaces created",""
"failed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","150","","Worker Suite","","Worker Suite","","[It] Slice Config Negative Scenario tests Slice Config Negative Scenario Update Should update while deploying sliceconfig with existing slice name",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:20 GMT 2024","10623","","Worker Suite","","Worker Suite","","[It] NetworkPolicy tests Iperf App connectivity Should install iperf-server on server cluster",""
"skipped","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","8","","Worker Suite","","Worker Suite","","[It] GW redundacy tests Test gw redundancy Should have vl3 pod running",""
"skipped","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","0","","Worker Suite","","Worker Suite","","[It] Test Slice Gateway Service config >  gatewayServiceType: LB >  should create workerSliceConfig cr with gw svc type=LB & protocol=TCP",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","110","","Worker Suite","","Worker Suite","","[It] NetworkPolicy tests slice with netpol Should label all application namespaces with kubeslice namespace",""
"skipped","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","0","","Worker Suite","","Worker Suite","","[It] mutation webhook tests Testing mutation webhook functionality after namespace onboard Should mutate daemonsets with labels and annotations with nsm sidecars injected",""
"passed","Mon Apr 15 14:39:31 GMT 2024","Mon Apr 15 14:39:31 GMT 2024","172","","SliceHealth Suite","","SliceHealth Suite","","[It] Testing Slice Health feature >  Verify various properties of SliceHealth object in worker slice config spec >  Should have overall slice health status Normal in workersliceconfig CR",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:12 GMT 2024","2016","","Worker Suite","","Worker Suite","","[It]  QosProfile tests QosProfile delete validation should remove vl3 router from spoke",""
"skipped","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","0","","Worker Suite","","Worker Suite","","[It] mutation webhook tests Testing mutation webhook functionality after namespace onboard Should verify iperf connectivity",""
"skipped","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","0","","Worker Suite","","Worker Suite","","[It] Hub netpol scenarios: Slice Configs Netpol scenarios Should fail when deploying with invalid clusters in both applicationNamespace and allowedNamespace",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:26 GMT 2024","16929","","Worker Suite","","Worker Suite","","[It] Namespace reconcile test scenarios: when Slice is created with onboarded application namespaces Should have application namespaces created & labeled",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:12 GMT 2024","2513","","Worker Suite","","Worker Suite","","[It] NodeRestartSlice Testing node restart Should have application namespaces created",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","322","","Worker Suite","","Worker Suite","","[It]  QosProfile tests QosProfile delete validation Delete qosProfile positive scenario",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:13 GMT 2024","3089","","Worker Suite","","Worker Suite","","[It] Slice creation scenarios: when slice red is installed install slice blue workers should have vl3 routers from both slices",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","797","","Worker Suite","","Worker Suite","","[It]  QosProfile tests QosProfile Create validation Creates qosprofile",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:54:06 GMT 2024","56954","","Worker Suite","","Worker Suite","","[It] Slice deletion tests: Slice is installed & validated Slice object is deleted from hub should remove vl3 router from spoke",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","230","","Worker Suite","","Worker Suite","","[It] Edit NodeIP tests for cluster CR,  Edit NodeIP validation,  Test nodeip validity >  Verify Events - should have ClusterNodeIpAutoDetected event in auto-detection",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","11","","Worker Suite","","Worker Suite","","[It] NetworkPolicy tests Iperf App connectivity should have vl3 router running",""
"failed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:55:47 GMT 2024","157516","","Worker Suite","","Worker Suite","","[It] mutation webhook tests Testing mutation webhook functionality after namespace onboard Should mutate pods with labels and annotations with nsm sidecars injected",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:20 GMT 2024","10566","","Worker Suite","","Worker Suite","","[It] Pod-restart test cases Restarting forwarder-kernel pod Should restart forwarder-kernel pod",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:14 GMT 2024","4426","","Worker Suite","","Worker Suite","","[It] Slice Creation scenarios Slice with LOW QOS should have vl3 router running",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","86","","Worker Suite","","Worker Suite","","[It] Slice Config Negative Scenario tests Slice Config Negative Scenario Creation Should fail while creating sliceconfig with invalid values on slice subnet",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:14 GMT 2024","4502","","Worker Suite","","Worker Suite","","[It] Pod-restart test cases Restarting mesh-dns pod Check ping between iperf-server and iperf-client after mesh-dns pod restart",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:38 GMT 2024","28115","","Worker Suite","","Worker Suite","","[It] NetworkPolicy tests slice with netpol should have gateway pod running",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","422","","Worker Suite","","Worker Suite","","[It] Slice Creation scenarios Slice with MEDIUM QOS should reconcile medium qos slice",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:29 GMT 2024","19463","","Worker Suite","","Worker Suite","","[It] Pod-restart test cases Restarting iperf-server pod Check ping between iperf-server and iperf-client after iperf-server pod restart",""
"passed","Mon Apr 15 15:53:10 GMT 2024","Mon Apr 15 15:53:10 GMT 2024","4","","Worker Suite","","Worker Suite","","[It]  QosProfile tests QosProfile delete validation should remove gateway pod from spoke",""
